variable;nuts3;year;value
Enterprise_population;FRH01;2019;10523
Enterprise_population;FRH02;2014;15590
Enterprise_population;FRH02;2015;15599
Enterprise_population;FRH02;2016;15314
Enterprise_population;FRH02;2017;15467
Enterprise_population;FRH02;2018;15365
Enterprise_population;FRH02;2019;15421
Enterprise_population;FRH03;2014;18284
Enterprise_population;FRH03;2015;18402
Enterprise_population;FRH03;2016;18609
Enterprise_population;FRH03;2017;18706
Enterprise_population;FRH03;2018;19188
Enterprise_population;FRH03;2019;19724
Enterprise_population;FRH04;2014;14509
Enterprise_population;FRH04;2015;14411
Enterprise_population;FRH04;2016;14260
Enterprise_population;FRH04;2017;14313
Enterprise_population;FRH04;2018;14435
Enterprise_population;FRH04;2019;14641
Enterprise_population;FRI;2014;114160
Enterprise_population;FRI;2015;113785
Enterprise_population;FRI;2016;113667
Enterprise_population;FRI;2017;114245
Enterprise_population;FRI;2018;115501
Enterprise_population;FRI;2019;116993
Enterprise_population;FRI1;2014;68986
Enterprise_population;FRI1;2015;69128
Enterprise_population;FRI1;2016;69121
Enterprise_population;FRI1;2017;69840
Enterprise_population;FRI1;2018;71116
Enterprise_population;FRI1;2019;72389
Enterprise_population;FRI11;2014;8585
Enterprise_population;FRI11;2015;8558
Enterprise_population;FRI11;2016;8466
Enterprise_population;FRI11;2017;8371
Enterprise_population;FRI11;2018;8325
Enterprise_population;FRI11;2019;8305
Enterprise_population;FRI12;2014;30802
Enterprise_population;FRI12;2015;31040
Enterprise_population;FRI12;2016;31354
Enterprise_population;FRI12;2017;31988
Enterprise_population;FRI12;2018;33112
Enterprise_population;FRI12;2019;34122
Enterprise_population;FRI13;2014;7992
Enterprise_population;FRI13;2015;8009
Enterprise_population;FRI13;2016;7814
Enterprise_population;FRI13;2017;7832
Enterprise_population;FRI13;2018;7881
Enterprise_population;FRI13;2019;8027
Enterprise_population;FRI14;2014;6626
Enterprise_population;FRI14;2015;6519
Enterprise_population;FRI14;2016;6448
Enterprise_population;FRI14;2017;6480
Enterprise_population;FRI14;2018;6484
Enterprise_population;FRI14;2019;6489
Enterprise_population;FRI15;2014;14981
Enterprise_population;FRI15;2015;15002
Enterprise_population;FRI15;2016;15039
Enterprise_population;FRI15;2017;15169
Enterprise_population;FRI15;2018;15314
Enterprise_population;FRI15;2019;15446
Enterprise_population;FRI2;2014;12671
Enterprise_population;FRI2;2015;12514
Enterprise_population;FRI2;2016;12415
Enterprise_population;FRI2;2017;12408
Enterprise_population;FRI2;2018;12392
Enterprise_population;FRI2;2019;12422
Enterprise_population;FRI21;2014;4671
Enterprise_population;FRI21;2015;4595
Enterprise_population;FRI21;2016;4600
Enterprise_population;FRI21;2017;4580
Enterprise_population;FRI21;2018;4573
Enterprise_population;FRI21;2019;4606
Enterprise_population;FRI22;2014;1938
Enterprise_population;FRI22;2015;1902
Enterprise_population;FRI22;2016;1876
Enterprise_population;FRI22;2017;1868
Enterprise_population;FRI22;2018;1833
Enterprise_population;FRI22;2019;1813
Enterprise_population;FRI23;2014;6062
Enterprise_population;FRI23;2015;6017
Enterprise_population;FRI23;2016;5939
Enterprise_population;FRI23;2017;5960
Enterprise_population;FRI23;2018;5986
Enterprise_population;FRI23;2019;6003
Enterprise_population;FRI3;2014;32503
Enterprise_population;FRI3;2015;32143
Enterprise_population;FRI3;2016;32131
Enterprise_population;FRI3;2017;31997
Enterprise_population;FRI3;2018;31993
Enterprise_population;FRI3;2019;32182
Enterprise_population;FRI31;2014;6267
Enterprise_population;FRI31;2015;6193
Enterprise_population;FRI31;2016;6248
Enterprise_population;FRI31;2017;6156
Enterprise_population;FRI31;2018;6155
Enterprise_population;FRI31;2019;6198
Enterprise_population;FRI32;2014;13721
Enterprise_population;FRI32;2015;13648
Enterprise_population;FRI32;2016;13623
Enterprise_population;FRI32;2017;13568
Enterprise_population;FRI32;2018;13639
Enterprise_population;FRI32;2019;13746
Enterprise_population;FRI33;2014;5913
Enterprise_population;FRI33;2015;5851
Enterprise_population;FRI33;2016;5775
Enterprise_population;FRI33;2017;5823
Enterprise_population;FRI33;2018;5792
Enterprise_population;FRI33;2019;5791
Enterprise_population;FRI34;2014;6602
Enterprise_population;FRI34;2015;6451
Enterprise_population;FRI34;2016;6485
Enterprise_population;FRI34;2017;6450
Enterprise_population;FRI34;2018;6407
Enterprise_population;FRI34;2019;6447
Enterprise_population;FRJ;2014;117085
Enterprise_population;FRJ;2015;117718
Enterprise_population;FRJ;2016;117980
Enterprise_population;FRJ;2017;118759
Enterprise_population;FRJ;2018;120102
Enterprise_population;FRJ;2019;122224
Enterprise_population;FRJ1;2014;58760
Enterprise_population;FRJ1;2015;59279
Enterprise_population;FRJ1;2016;59468
Enterprise_population;FRJ1;2017;59733
Enterprise_population;FRJ1;2018;60397
Enterprise_population;FRJ1;2019;61371
Enterprise_population;FRJ11;2014;7133
Enterprise_population;FRJ11;2015;7118
Enterprise_population;FRJ11;2016;7116
Enterprise_population;FRJ11;2017;7061
Enterprise_population;FRJ11;2018;7086
Enterprise_population;FRJ11;2019;7096
Enterprise_population;FRJ12;2014;14500
Enterprise_population;FRJ12;2015;14632
Enterprise_population;FRJ12;2016;14691
Enterprise_population;FRJ12;2017;14631
Enterprise_population;FRJ12;2018;14850
Enterprise_population;FRJ12;2019;15108
Enterprise_population;FRJ13;2014;25065
Enterprise_population;FRJ13;2015;25451
Enterprise_population;FRJ13;2016;25671
Enterprise_population;FRJ13;2017;26034
Enterprise_population;FRJ13;2018;26491
Enterprise_population;FRJ13;2019;27121
Enterprise_population;FRJ14;2014;1820
Enterprise_population;FRJ14;2015;1801
Enterprise_population;FRJ14;2016;1753
Enterprise_population;FRJ14;2017;1754
Enterprise_population;FRJ14;2018;1722
Enterprise_population;FRJ14;2019;1698
Enterprise_population;FRJ15;2014;10242
Enterprise_population;FRJ15;2015;10277
Enterprise_population;FRJ15;2016;10237
Enterprise_population;FRJ15;2017;10253
Enterprise_population;FRJ15;2018;10248
Enterprise_population;FRJ15;2019;10348
Enterprise_population;FRJ2;2014;58325
Enterprise_population;FRJ2;2015;58439
Enterprise_population;FRJ2;2016;58512
Enterprise_population;FRJ2;2017;59026
Enterprise_population;FRJ2;2018;59705
Enterprise_population;FRJ2;2019;60853
Enterprise_population;FRJ21;2014;2741
Enterprise_population;FRJ21;2015;2732
Enterprise_population;FRJ21;2016;2714
Enterprise_population;FRJ21;2017;2746
Enterprise_population;FRJ21;2018;2743
Enterprise_population;FRJ21;2019;2767
Enterprise_population;FRJ22;2014;6067
Enterprise_population;FRJ22;2015;6002
Enterprise_population;FRJ22;2016;5982
Enterprise_population;FRJ22;2017;5896
Enterprise_population;FRJ22;2018;5916
Enterprise_population;FRJ22;2019;6001
Enterprise_population;FRJ23;2014;25576
Enterprise_population;FRJ23;2015;25776
Enterprise_population;FRJ23;2016;26122
Enterprise_population;FRJ23;2017;26650
Enterprise_population;FRJ23;2018;27284
Enterprise_population;FRJ23;2019;28186
Enterprise_population;FRJ24;2014;3683
Enterprise_population;FRJ24;2015;3699
Enterprise_population;FRJ24;2016;3702
Enterprise_population;FRJ24;2017;3664
Enterprise_population;FRJ24;2018;3674
Enterprise_population;FRJ24;2019;3691
Enterprise_population;FRJ25;2014;3635
Enterprise_population;FRJ25;2015;3616
Enterprise_population;FRJ25;2016;3564
Enterprise_population;FRJ25;2017;3566
Enterprise_population;FRJ25;2018;3531
Enterprise_population;FRJ25;2019;3503
Enterprise_population;FRJ26;2014;4792
Enterprise_population;FRJ26;2015;4766
Enterprise_population;FRJ26;2016;4679
Enterprise_population;FRJ26;2017;4682
Enterprise_population;FRJ26;2018;4621
Enterprise_population;FRJ26;2019;4595
Enterprise_population;FRJ27;2014;7286
Enterprise_population;FRJ27;2015;7300
Enterprise_population;FRJ27;2016;7208
Enterprise_population;FRJ27;2017;7285
Enterprise_population;FRJ27;2018;7354
Enterprise_population;FRJ27;2019;7414
Enterprise_population;FRJ28;2014;4545
Enterprise_population;FRJ28;2015;4548
Enterprise_population;FRJ28;2016;4541
Enterprise_population;FRJ28;2017;4537
Enterprise_population;FRJ28;2018;4582
Enterprise_population;FRJ28;2019;4696
Enterprise_population;FRK;2014;164505
Enterprise_population;FRK;2015;164953
Enterprise_population;FRK;2016;165285
Enterprise_population;FRK;2017;167911
Enterprise_population;FRK;2018;169835
Enterprise_population;FRK;2019;173755
Enterprise_population;FRK1;2014;24809
Enterprise_population;FRK1;2015;24615
Enterprise_population;FRK1;2016;24660
Enterprise_population;FRK1;2017;24791
Enterprise_population;FRK1;2018;24756
Enterprise_population;FRK1;2019;25065
Enterprise_population;FRK11;2014;5663
Enterprise_population;FRK11;2015;5598
Enterprise_population;FRK11;2016;5588
Enterprise_population;FRK11;2017;5574
Enterprise_population;FRK11;2018;5527
Enterprise_population;FRK11;2019;5556
Enterprise_population;FRK12;2014;3005
Enterprise_population;FRK12;2015;2998
Enterprise_population;FRK12;2016;2961
Enterprise_population;FRK12;2017;2956
Enterprise_population;FRK12;2018;2915
Enterprise_population;FRK12;2019;2916
Enterprise_population;FRK13;2014;4473
Enterprise_population;FRK13;2015;4452
Enterprise_population;FRK13;2016;4509
Enterprise_population;FRK13;2017;4501
Enterprise_population;FRK13;2018;4512
Enterprise_population;FRK13;2019;4577
Enterprise_population;FRK14;2014;11668
Enterprise_population;FRK14;2015;11567
Enterprise_population;FRK14;2016;11602
Enterprise_population;FRK14;2017;11760
Enterprise_population;FRK14;2018;11802
Enterprise_population;FRK14;2019;12016
Enterprise_population;FRK2;2014;139696
Enterprise_population;FRK2;2015;140338
Enterprise_population;FRK2;2016;140625
Enterprise_population;FRK2;2017;143120
Enterprise_population;FRK2;2018;145079
Enterprise_population;FRK2;2019;148690
Enterprise_population;FRK21;2014;11341
Enterprise_population;FRK21;2015;11347
Enterprise_population;FRK21;2016;11404
Enterprise_population;FRK21;2017;11636
Enterprise_population;FRK21;2018;11847
Enterprise_population;FRK21;2019;12093
Enterprise_population;FRK22;2014;6295
Enterprise_population;FRK22;2015;6322
Enterprise_population;FRK22;2016;6253
Enterprise_population;FRK22;2017;6174
Enterprise_population;FRK22;2018;6129
Enterprise_population;FRK22;2019;6135
Enterprise_population;FRK23;2014;11222
Enterprise_population;FRK23;2015;11211
Enterprise_population;FRK23;2016;11279
Enterprise_population;FRK23;2017;11270
Enterprise_population;FRK23;2018;11449
Enterprise_population;FRK23;2019;11662
Enterprise_population;FRK24;2014;24368
Enterprise_population;FRK24;2015;24501
Enterprise_population;FRK24;2016;24616
Enterprise_population;FRK24;2017;25069
Enterprise_population;FRK24;2018;25394
Enterprise_population;FRK24;2019;26001
Enterprise_population;FRK25;2014;14330
Enterprise_population;FRK25;2015;14251
Enterprise_population;FRK25;2016;14285
Enterprise_population;FRK25;2017;14518
Enterprise_population;FRK25;2018;14628
Enterprise_population;FRK25;2019;14888
Enterprise_population;FRK26;2014;41323
Enterprise_population;FRK26;2015;41721
Enterprise_population;FRK26;2016;42238
Enterprise_population;FRK26;2017;43317
Enterprise_population;FRK26;2018;44347
Enterprise_population;FRK26;2019;46091
Enterprise_population;FRK27;2014;12102
Enterprise_population;FRK27;2015;12142
Enterprise_population;FRK27;2016;11863
Enterprise_population;FRK27;2017;12112
Enterprise_population;FRK27;2018;12218
Enterprise_population;FRK27;2019;12418
Enterprise_population;FRK28;2014;18715
Enterprise_population;FRK28;2015;18843
Enterprise_population;FRK28;2016;18687
Enterprise_population;FRK28;2017;19024
Enterprise_population;FRK28;2018;19067
Enterprise_population;FRK28;2019;19402
Enterprise_population;FRL;2014;122400
Enterprise_population;FRL;2015;123270
Enterprise_population;FRL;2016;124413
Enterprise_population;FRL;2017;125022
Enterprise_population;FRL;2018;126355
Enterprise_population;FRL;2019;129117
Enterprise_population;FRL0;2014;122400
Enterprise_population;FRL0;2015;123270
Enterprise_population;FRL0;2016;124413
Enterprise_population;FRL0;2017;125022
Enterprise_population;FRL0;2018;126355
Enterprise_population;FRL0;2019;129117
Enterprise_population;FRL01;2014;4055
Enterprise_population;FRL01;2015;4055
Enterprise_population;FRL01;2016;3978
Enterprise_population;FRL01;2017;3949
Enterprise_population;FRL01;2018;3936
Enterprise_population;FRL01;2019;3954
Enterprise_population;FRL02;2014;4213
Enterprise_population;FRL02;2015;4158
Enterprise_population;FRL02;2016;3957
Enterprise_population;FRL02;2017;4020
Enterprise_population;FRL02;2018;4014
Enterprise_population;FRL02;2019;4026
Enterprise_population;FRL03;2014;31457
Enterprise_population;FRL03;2015;31687
Enterprise_population;FRL03;2016;32088
Enterprise_population;FRL03;2017;31938
Enterprise_population;FRL03;2018;32070
Enterprise_population;FRL03;2019;32793
Enterprise_population;FRL04;2014;43689
Enterprise_population;FRL04;2015;44365
Enterprise_population;FRL04;2016;44976
Enterprise_population;FRL04;2017;45587
Enterprise_population;FRL04;2018;46433
Enterprise_population;FRL04;2019;48012
Enterprise_population;FRL05;2014;25489
Enterprise_population;FRL05;2015;25620
Enterprise_population;FRL05;2016;25822
Enterprise_population;FRL05;2017;25750
Enterprise_population;FRL05;2018;25926
Enterprise_population;FRL05;2019;26183
Enterprise_population;FRL06;2014;13497
Enterprise_population;FRL06;2015;13385
Enterprise_population;FRL06;2016;13592
Enterprise_population;FRL06;2017;13778
Enterprise_population;FRL06;2018;13976
Enterprise_population;FRL06;2019;14149
Enterprise_population;FRM;2014;11176
Enterprise_population;FRM;2015;11275
Enterprise_population;FRM;2016;11199
Enterprise_population;FRM;2017;11253
Enterprise_population;FRM;2018;11265
Enterprise_population;FRM;2019;11257
Enterprise_population;FRM0;2014;11176
Enterprise_population;FRM0;2015;11275
Enterprise_population;FRM0;2016;11199
Enterprise_population;FRM0;2017;11253
Enterprise_population;FRM0;2018;11265
Enterprise_population;FRM0;2019;11257
Enterprise_population;FRM01;2014;5538
Enterprise_population;FRM01;2015;5603
Enterprise_population;FRM01;2016;5544
Enterprise_population;FRM01;2017;5592
Enterprise_population;FRM01;2018;5607
Enterprise_population;FRM01;2019;5541
Enterprise_population;FRM02;2014;5638
Enterprise_population;FRM02;2015;5672
Enterprise_population;FRM02;2016;5655
Enterprise_population;FRM02;2017;5661
Enterprise_population;FRM02;2018;5658
Enterprise_population;FRM02;2019;5716
Enterprise_population;FRY;2014;34191
Enterprise_population;FRY;2015;35106
Enterprise_population;FRY;2016;36991
Enterprise_population;FRY;2017;35088
Enterprise_population;FRY;2018;35732
Enterprise_population;FRY;2019;37200
Enterprise_population;FRY1;2014;8536
Enterprise_population;FRY1;2015;8669
Enterprise_population;FRY1;2016;9133
Enterprise_population;FRY1;2017;8545
Enterprise_population;FRY1;2018;8657
Enterprise_population;FRY1;2019;9037
Enterprise_population;FRY10;2014;8536
Enterprise_population;FRY10;2015;8669
Enterprise_population;FRY10;2016;9133
Enterprise_population;FRY10;2017;8545
Enterprise_population;FRY10;2018;8657
Enterprise_population;FRY10;2019;9037
Enterprise_population;FRY2;2014;7837
Enterprise_population;FRY2;2015;8058
Enterprise_population;FRY2;2016;8539
Enterprise_population;FRY2;2017;7937
Enterprise_population;FRY2;2018;7832
Enterprise_population;FRY2;2019;8100
Enterprise_population;FRY20;2014;7837
Enterprise_population;FRY20;2015;8058
Enterprise_population;FRY20;2016;8539
Enterprise_population;FRY20;2017;7937
Enterprise_population;FRY20;2018;7832
Enterprise_population;FRY20;2019;8100
Enterprise_population;FRY3;2014;3422
Enterprise_population;FRY3;2015;3448
Enterprise_population;FRY3;2016;3586
Enterprise_population;FRY3;2017;3338
Enterprise_population;FRY3;2018;3450
Enterprise_population;FRY3;2019;3663
Enterprise_population;FRY30;2014;3422
Enterprise_population;FRY30;2015;3448
Enterprise_population;FRY30;2016;3586
Enterprise_population;FRY30;2017;3338
Enterprise_population;FRY30;2018;3450
Enterprise_population;FRY30;2019;3663
Enterprise_population;FRY4;2014;14391
Enterprise_population;FRY4;2015;14921
Enterprise_population;FRY4;2016;15722
Enterprise_population;FRY4;2017;15096
Enterprise_population;FRY4;2018;15098
Enterprise_population;FRY4;2019;15754
Enterprise_population;FRY40;2014;14391
Enterprise_population;FRY40;2015;14921
Enterprise_population;FRY40;2016;15722
Enterprise_population;FRY40;2017;15096
Enterprise_population;FRY40;2018;15098
Enterprise_population;FRY40;2019;15754
Enterprise_population;FRY5;2014;5
Enterprise_population;FRY5;2015;10
Enterprise_population;FRY5;2016;11
Enterprise_population;FRY5;2017;172
Enterprise_population;FRY5;2018;695
Enterprise_population;FRY5;2019;646
Enterprise_population;FRY50;2014;5
Enterprise_population;FRY50;2015;10
Enterprise_population;FRY50;2016;11
Enterprise_population;FRY50;2017;172
Enterprise_population;FRY50;2018;695
Enterprise_population;FRY50;2019;646
Enterprise_population;FRZ;2011;0
Enterprise_population;FRZ;2012;0
Enterprise_population;FRZ;2013;0
Enterprise_population;FRZ;2014;0
Enterprise_population;FRZ;2015;0
Enterprise_population;FRZ;2016;0
Enterprise_population;FRZ;2017;0
Enterprise_population;FRZ;2018;0
Enterprise_population;FRZ;2019;0
Enterprise_population;FRZZ;2011;0
Enterprise_population;FRZZ;2012;0
Enterprise_population;FRZZ;2013;0
Enterprise_population;FRZZ;2014;0
Enterprise_population;FRZZ;2015;0
Enterprise_population;FRZZ;2016;0
Enterprise_population;FRZZ;2017;0
Enterprise_population;FRZZ;2018;0
Enterprise_population;FRZZ;2019;0
Enterprise_population;FRZZZ;2011;0
Enterprise_population;FRZZZ;2012;0
Enterprise_population;FRZZZ;2013;0
Enterprise_population;FRZZZ;2014;0
Enterprise_population;FRZZZ;2015;0
Enterprise_population;FRZZZ;2016;0
Enterprise_population;FRZZZ;2017;0
Enterprise_population;FRZZZ;2018;0
Enterprise_population;FRZZZ;2019;0
Enterprise_population;HR;2011;108978
Enterprise_population;HR;2012;111032
Enterprise_population;HR;2013;112503
Enterprise_population;HR;2014;137166
Enterprise_population;HR;2015;120269
Enterprise_population;HR;2016;113815
Enterprise_population;HR;2017;121354
Enterprise_population;HR;2018;115330
Enterprise_population;HR;2019;131127
Enterprise_population;HR0;2011;108978
Enterprise_population;HR0;2012;111032
Enterprise_population;HR0;2013;112503
Enterprise_population;HR0;2014;137166
Enterprise_population;HR0;2015;120269
Enterprise_population;HR0;2016;113815
Enterprise_population;HR0;2017;121354
Enterprise_population;HR0;2018;115330
Enterprise_population;HR0;2019;131127
Enterprise_population;HR02;2019;21057
Enterprise_population;HR021;2019;2277
Enterprise_population;HR022;2019;1381
Enterprise_population;HR023;2019;1238
Enterprise_population;HR024;2019;2641
Enterprise_population;HR025;2019;5845
Enterprise_population;HR026;2019;2559
Enterprise_population;HR027;2019;2559
Enterprise_population;HR028;2019;2557
Enterprise_population;HR03;2011;41653
Enterprise_population;HR03;2012;42291
Enterprise_population;HR03;2013;43024
Enterprise_population;HR03;2014;54281
Enterprise_population;HR03;2015;45822
Enterprise_population;HR03;2016;43755
Enterprise_population;HR03;2017;46437
Enterprise_population;HR03;2018;43117
Enterprise_population;HR03;2019;50566
Enterprise_population;HR031;2011;10097
Enterprise_population;HR031;2012;10448
Enterprise_population;HR031;2013;10521
Enterprise_population;HR031;2014;12860
Enterprise_population;HR031;2015;11046
Enterprise_population;HR031;2016;10355
Enterprise_population;HR031;2017;10906
Enterprise_population;HR031;2018;10063
Enterprise_population;HR031;2019;11697
Enterprise_population;HR032;2011;958
Enterprise_population;HR032;2012;928
Enterprise_population;HR032;2013;949
Enterprise_population;HR032;2014;1324
Enterprise_population;HR032;2015;1070
Enterprise_population;HR032;2016;1063
Enterprise_population;HR032;2017;1108
Enterprise_population;HR032;2018;1000
Enterprise_population;HR032;2019;1193
Enterprise_population;HR033;2011;4126
Enterprise_population;HR033;2012;4210
Enterprise_population;HR033;2013;4349
Enterprise_population;HR033;2014;5690
Enterprise_population;HR033;2015;4536
Enterprise_population;HR033;2016;4338
Enterprise_population;HR033;2017;4729
Enterprise_population;HR033;2018;4423
Enterprise_population;HR033;2019;5242
Enterprise_population;HR034;2011;2500
Enterprise_population;HR034;2012;2480
Enterprise_population;HR034;2013;2422
Enterprise_population;HR034;2014;3470
Enterprise_population;HR034;2015;2649
Enterprise_population;HR034;2016;2604
Enterprise_population;HR034;2017;2710
Enterprise_population;HR034;2018;2414
Enterprise_population;HR034;2019;2858
Enterprise_population;HR035;2011;12011
Enterprise_population;HR035;2012;12219
Enterprise_population;HR035;2013;12581
Enterprise_population;HR035;2014;15630
Enterprise_population;HR035;2015;13278
Enterprise_population;HR035;2016;12921
Enterprise_population;HR035;2017;13844
Enterprise_population;HR035;2018;13140
Enterprise_population;HR035;2019;15290
Enterprise_population;HR036;2011;8484
Enterprise_population;HR036;2012;8521
Enterprise_population;HR036;2013;8644
Enterprise_population;HR036;2014;10948
Enterprise_population;HR036;2015;9470
Enterprise_population;HR036;2016;8821
Enterprise_population;HR036;2017;9249
Enterprise_population;HR036;2018;8445
Enterprise_population;HR036;2019;9981
Enterprise_population;HR037;2011;3477
Enterprise_population;HR037;2012;3485
Enterprise_population;HR037;2013;3558
Enterprise_population;HR037;2014;4359
Enterprise_population;HR037;2015;3773
Enterprise_population;HR037;2016;3653
Enterprise_population;HR037;2017;3891
Enterprise_population;HR037;2018;3632
Enterprise_population;HR037;2019;4305
Enterprise_population;HR04;2011;67325
Enterprise_population;HR04;2012;68741
Enterprise_population;HR04;2013;69479
Enterprise_population;HR04;2014;82885
Enterprise_population;HR04;2015;74447
Enterprise_population;HR04;2016;70060
Enterprise_population;HR04;2017;74917
Enterprise_population;HR04;2018;72213
Enterprise_population;HR041;2011;30815
Enterprise_population;HR041;2012;31490
Enterprise_population;HR041;2013;31958
Enterprise_population;HR041;2014;37097
Enterprise_population;HR041;2015;34170
Enterprise_population;HR041;2016;32654
Enterprise_population;HR041;2017;35176
Enterprise_population;HR041;2018;35003
Enterprise_population;HR042;2011;7561
Enterprise_population;HR042;2012;7645
Enterprise_population;HR042;2013;7699
Enterprise_population;HR042;2014;9234
Enterprise_population;HR042;2015;8338
Enterprise_population;HR042;2016;7666
Enterprise_population;HR042;2017;8310
Enterprise_population;HR042;2018;8040
Enterprise_population;HR043;2011;2532
Enterprise_population;HR043;2012;2597
Enterprise_population;HR043;2013;2586
Enterprise_population;HR043;2014;3215
Enterprise_population;HR043;2015;2780
Enterprise_population;HR043;2016;2570
Enterprise_population;HR043;2017;2699
Enterprise_population;HR043;2018;2396
Enterprise_population;HR044;2011;3591
Enterprise_population;HR044;2012;3667
Enterprise_population;HR044;2013;3722
Enterprise_population;HR044;2014;4504
Enterprise_population;HR044;2015;4087
Enterprise_population;HR044;2016;3807
Enterprise_population;HR044;2017;4082
Enterprise_population;HR044;2018;3812
Enterprise_population;HR045;2011;1765
Enterprise_population;HR045;2012;1779
Enterprise_population;HR045;2013;1783
Enterprise_population;HR045;2014;2201
Enterprise_population;HR045;2015;1994
Enterprise_population;HR045;2016;1839
Enterprise_population;HR045;2017;1961
Enterprise_population;HR045;2018;1846
Enterprise_population;HR046;2011;2684
Enterprise_population;HR046;2012;2711
Enterprise_population;HR046;2013;2851
Enterprise_population;HR046;2014;3221
Enterprise_population;HR046;2015;2985
Enterprise_population;HR046;2016;2850
Enterprise_population;HR046;2017;3035
Enterprise_population;HR046;2018;2930
Enterprise_population;HR047;2011;1873
Enterprise_population;HR047;2012;1970
Enterprise_population;HR047;2013;2028
Enterprise_population;HR047;2014;2330
Enterprise_population;HR047;2015;2093
Enterprise_population;HR047;2016;1932
Enterprise_population;HR047;2017;2060
Enterprise_population;HR047;2018;2034
Enterprise_population;HR048;2011;1240
Enterprise_population;HR048;2012;1256
Enterprise_population;HR048;2013;1258
Enterprise_population;HR048;2014;1601
Enterprise_population;HR048;2015;1355
Enterprise_population;HR048;2016;1257
Enterprise_population;HR048;2017;1319
Enterprise_population;HR048;2018;1167
Enterprise_population;HR049;2011;987
Enterprise_population;HR049;2012;1061
Enterprise_population;HR049;2013;1045
Enterprise_population;HR049;2014;1331
Enterprise_population;HR049;2015;1204
Enterprise_population;HR049;2016;1092
Enterprise_population;HR049;2017;1120
Enterprise_population;HR049;2018;1045
Enterprise_population;HR04A;2011;2418
Enterprise_population;HR04A;2012;2463
Enterprise_population;HR04A;2013;2425
Enterprise_population;HR04A;2014;3061
Enterprise_population;HR04A;2015;2564
Enterprise_population;HR04A;2016;2392
Enterprise_population;HR04A;2017;2514
Enterprise_population;HR04A;2018;2245
Enterprise_population;HR04B;2011;4789
Enterprise_population;HR04B;2012;4890
Enterprise_population;HR04B;2013;4989
Enterprise_population;HR04B;2014;6240
Enterprise_population;HR04B;2015;5380
Enterprise_population;HR04B;2016;5059
Enterprise_population;HR04B;2017;5436
Enterprise_population;HR04B;2018;5113
Enterprise_population;HR04C;2011;2436
Enterprise_population;HR04C;2012;2440
Enterprise_population;HR04C;2013;2331
Enterprise_population;HR04C;2014;2944
Enterprise_population;HR04C;2015;2434
Enterprise_population;HR04C;2016;2287
Enterprise_population;HR04C;2017;2380
Enterprise_population;HR04C;2018;2189
Enterprise_population;HR04D;2011;2352
Enterprise_population;HR04D;2012;2407
Enterprise_population;HR04D;2013;2420
Enterprise_population;HR04D;2014;2959
Enterprise_population;HR04D;2015;2570
Enterprise_population;HR04D;2016;2379
Enterprise_population;HR04D;2017;2482
Enterprise_population;HR04D;2018;2246
Enterprise_population;HR04E;2011;2282
Enterprise_population;HR04E;2012;2365
Enterprise_population;HR04E;2013;2384
Enterprise_population;HR04E;2014;2947
Enterprise_population;HR04E;2015;2493
Enterprise_population;HR04E;2016;2276
Enterprise_population;HR04E;2017;2343
Enterprise_population;HR04E;2018;2147
Enterprise_population;HR05;2019;37862
Enterprise_population;HR050;2019;37862
Enterprise_population;HR06;2019;21642
Enterprise_population;HR061;2019;3171
Enterprise_population;HR062;2019;4346
Enterprise_population;HR063;2019;2083
Enterprise_population;HR064;2019;2910
Enterprise_population;HR065;2019;9132
Enterprise_population;HRZ;2011;0
Enterprise_population;HRZ;2012;0
Enterprise_population;HRZ;2013;0
Enterprise_population;HRZ;2014;0
Enterprise_population;HRZ;2015;0
Enterprise_population;HRZ;2016;0
Enterprise_population;HRZ;2017;0
Enterprise_population;HRZ;2018;0
Enterprise_population;HRZ;2019;0
Enterprise_population;HRZZ;2011;0
Enterprise_population;HRZZ;2012;0
Enterprise_population;HRZZ;2013;0
Enterprise_population;HRZZ;2014;0
Enterprise_population;HRZZ;2015;0
Enterprise_population;HRZZ;2016;0
Enterprise_population;HRZZ;2017;0
Enterprise_population;HRZZ;2018;0
Enterprise_population;HRZZ;2019;0
Enterprise_population;HRZZZ;2011;0
Enterprise_population;HRZZZ;2012;0
Enterprise_population;HRZZZ;2013;0
Enterprise_population;HRZZZ;2014;0
Enterprise_population;HRZZZ;2015;0
Enterprise_population;HRZZZ;2016;0
Enterprise_population;HRZZZ;2017;0
Enterprise_population;HRZZZ;2018;0
Enterprise_population;HRZZZ;2019;0
Enterprise_population;HU;2011;356754
Enterprise_population;HU;2012;356666
Enterprise_population;HU;2013;349587
Enterprise_population;HU;2014;374368
Enterprise_population;HU;2015;427931
Enterprise_population;HU;2016;442009
Enterprise_population;HU;2017;461709
Enterprise_population;HU;2018;533313
Enterprise_population;HU;2019;601195
Enterprise_population;HU1;2011;162490
Enterprise_population;HU1;2012;162956
Enterprise_population;HU1;2013;160364
Enterprise_population;HU1;2014;171571
Enterprise_population;HU1;2015;194213
Enterprise_population;HU1;2016;200937
Enterprise_population;HU1;2017;206373
Enterprise_population;HU1;2018;242157
Enterprise_population;HU1;2019;271372
Enterprise_population;HU10;2011;162490
Enterprise_population;HU10;2012;162956
Enterprise_population;HU10;2013;160364
Enterprise_population;HU10;2014;171571
Enterprise_population;HU10;2015;194213
Enterprise_population;HU101;2011;112674
Enterprise_population;HU101;2012;112747
Enterprise_population;HU101;2013;110774
