"","country","country_code","regionname","nutslevel","nuts2","year","ideology","ideo01","num_parties","voteshare"
"874","Netherlands","NL","Groningen",2,"NL11",2003,"non_democ",0,7,0.890013768973729
"875","Netherlands","NL","Groningen",2,"NL11",2003,"non_democ",1,3,0.109106010060457
"876","Netherlands","NL","Groningen",2,"NL11",2003,"populist",1,2,0.106054209470515
"877","Netherlands","NL","Groningen",2,"NL11",2003,"populist_bl",1,1,0.072567182382336
"878","Netherlands","NL","Groningen",2,"NL11",2006,"eurosceptic",1,4,0.24287949233303
"879","Netherlands","NL","Groningen",2,"NL11",2006,"farleft",1,1,0.191579393076219
"880","Netherlands","NL","Groningen",2,"NL11",2006,"farright",1,1,0.0316934421767211
"881","Netherlands","NL","Groningen",2,"NL11",2006,"non_democ",0,7,0.755586288812575
"882","Netherlands","NL","Groningen",2,"NL11",2006,"non_democ",1,4,0.24287949233303
"883","Netherlands","NL","Groningen",2,"NL11",2006,"populist",1,2,0.22327283525294
"884","Netherlands","NL","Groningen",2,"NL11",2006,"populist_bl",1,1,0.191579393076219
"885","Netherlands","NL","Groningen",2,"NL11",2010,"eurosceptic",1,4,0.249262888067753
"886","Netherlands","NL","Groningen",2,"NL11",2010,"farleft",1,1,0.116318173667393
"887","Netherlands","NL","Groningen",2,"NL11",2010,"farright",1,1,0.113349148536506
"888","Netherlands","NL","Groningen",2,"NL11",2010,"non_democ",0,7,0.748123781891298
"889","Netherlands","NL","Groningen",2,"NL11",2010,"non_democ",1,4,0.249262888067753
"890","Netherlands","NL","Groningen",2,"NL11",2010,"populist",1,2,0.229667322203899
"891","Netherlands","NL","Groningen",2,"NL11",2010,"populist_bl",1,1,0.116318173667393
"892","Netherlands","NL","Groningen",2,"NL11",2012,"eurosceptic",1,5,0.226043260921433
"893","Netherlands","NL","Groningen",2,"NL11",2012,"farleft",1,1,0.116430304758469
"894","Netherlands","NL","Groningen",2,"NL11",2012,"farright",1,1,0.0708852951274725
"895","Netherlands","NL","Groningen",2,"NL11",2012,"non_democ",0,7,0.770261462631153
"896","Netherlands","NL","Groningen",2,"NL11",2012,"non_democ",1,5,0.226043260921433
"897","Netherlands","NL","Groningen",2,"NL11",2012,"populist",1,2,0.187315599885941
"898","Netherlands","NL","Groningen",2,"NL11",2012,"populist_bl",1,1,0.116430304758469
"899","Netherlands","NL","Groningen",2,"NL11",2017,"eurosceptic",1,6,0.338276866521917
"900","Netherlands","NL","Groningen",2,"NL11",2017,"farleft",1,1,0.138774534041318
"901","Netherlands","NL","Groningen",2,"NL11",2017,"farright",1,2,0.127993529247372
"902","Netherlands","NL","Groningen",2,"NL11",2017,"non_democ",0,8,0.658176043167014
"903","Netherlands","NL","Groningen",2,"NL11",2017,"non_democ",1,6,0.338276866521917
"904","Netherlands","NL","Groningen",2,"NL11",2017,"populist",1,3,0.26676806328869
"905","Netherlands","NL","Groningen",2,"NL11",2017,"populist_bl",1,1,0.138774534041318
"906","Netherlands","NL","Limburg (NL)",2,"NL42",1994,"eurosceptic",1,4,0.0567240159067178
"907","Netherlands","NL","Limburg (NL)",2,"NL42",1994,"farleft",1,1,0.0219732962642064
"908","Netherlands","NL","Limburg (NL)",2,"NL42",1994,"farright",1,1,0.0293934691053582
"909","Netherlands","NL","Limburg (NL)",2,"NL42",1994,"non_democ",0,9,0.938253561714701
"910","Netherlands","NL","Limburg (NL)",2,"NL42",1994,"non_democ",1,4,0.0567240159067178
"911","Netherlands","NL","Limburg (NL)",2,"NL42",1994,"populist",1,2,0.0513667653695646
"912","Netherlands","NL","Limburg (NL)",2,"NL42",1994,"populist_bl",1,1,0.0219732962642064
"913","Netherlands","NL","Limburg (NL)",2,"NL42",1998,"eurosceptic",1,4,0.0618956236517431
"914","Netherlands","NL","Limburg (NL)",2,"NL42",1998,"farleft",1,1,0.0496481772587769
"915","Netherlands","NL","Limburg (NL)",2,"NL42",1998,"farright",1,1,0.0100919366582964
"916","Netherlands","NL","Limburg (NL)",2,"NL42",1998,"non_democ",0,8,0.936039033950554
"917","Netherlands","NL","Limburg (NL)",2,"NL42",1998,"non_democ",1,4,0.0618956236517431
"918","Netherlands","NL","Limburg (NL)",2,"NL42",1998,"populist",1,2,0.0597401139170733
"919","Netherlands","NL","Limburg (NL)",2,"NL42",1998,"populist_bl",1,1,0.0496481772587769
"920","Netherlands","NL","Limburg (NL)",2,"NL42",2002,"eurosceptic",1,3,0.247869104365278
"921","Netherlands","NL","Limburg (NL)",2,"NL42",2002,"farleft",1,1,0.0574463748118414
"922","Netherlands","NL","Limburg (NL)",2,"NL42",2002,"farright_bl",1,1,0.189695183140993
"923","Netherlands","NL","Limburg (NL)",2,"NL42",2002,"non_democ",0,7,0.733576894129453
"924","Netherlands","NL","Limburg (NL)",2,"NL42",2002,"non_democ",1,4,0.265101292022077
"925","Netherlands","NL","Limburg (NL)",2,"NL42",2002,"populist",1,3,0.264373745609634
"926","Netherlands","NL","Limburg (NL)",2,"NL42",2002,"populist_bl",1,1,0.0574463748118414
"927","Netherlands","NL","Limburg (NL)",2,"NL42",2003,"eurosceptic",1,3,0.126128061222924
"928","Netherlands","NL","Limburg (NL)",2,"NL42",2003,"farleft",1,1,0.0722879735862604
"929","Netherlands","NL","Limburg (NL)",2,"NL42",2003,"farright_bl",1,1,0.0533629342326115
"930","Netherlands","NL","Limburg (NL)",2,"NL42",2003,"non_democ",0,7,0.87285779601155
"931","Netherlands","NL","Limburg (NL)",2,"NL42",2003,"non_democ",1,3,0.126128061222924
"932","Netherlands","NL","Limburg (NL)",2,"NL42",2003,"populist",1,2,0.125650907818872
"933","Netherlands","NL","Limburg (NL)",2,"NL42",2003,"populist_bl",1,1,0.0722879735862604
"934","Netherlands","NL","Limburg (NL)",2,"NL42",2006,"eurosceptic",1,4,0.336189179811567
"935","Netherlands","NL","Limburg (NL)",2,"NL42",2006,"farleft",1,1,0.205330320311504
"936","Netherlands","NL","Limburg (NL)",2,"NL42",2006,"farright",1,1,0.11508497848477
"937","Netherlands","NL","Limburg (NL)",2,"NL42",2006,"non_democ",0,7,0.662341378931979
"938","Netherlands","NL","Limburg (NL)",2,"NL42",2006,"non_democ",1,4,0.336189179811567
"939","Netherlands","NL","Limburg (NL)",2,"NL42",2006,"populist",1,2,0.320415298796274
"940","Netherlands","NL","Limburg (NL)",2,"NL42",2006,"populist_bl",1,1,0.205330320311504
"941","Netherlands","NL","Limburg (NL)",2,"NL42",2010,"eurosceptic",1,4,0.409959943738731
"942","Netherlands","NL","Limburg (NL)",2,"NL42",2010,"farleft",1,1,0.128900608238437
"943","Netherlands","NL","Limburg (NL)",2,"NL42",2010,"farright",1,1,0.267168654795581
"944","Netherlands","NL","Limburg (NL)",2,"NL42",2010,"non_democ",0,7,0.58734027054496
"945","Netherlands","NL","Limburg (NL)",2,"NL42",2010,"non_democ",1,4,0.409959943738731
"946","Netherlands","NL","Limburg (NL)",2,"NL42",2010,"populist",1,2,0.396069263034018
"947","Netherlands","NL","Limburg (NL)",2,"NL42",2010,"populist_bl",1,1,0.128900608238437
"948","Netherlands","NL","Limburg (NL)",2,"NL42",2012,"eurosceptic",1,5,0.359656289254357
"949","Netherlands","NL","Limburg (NL)",2,"NL42",2012,"farleft",1,1,0.142894739391434
"950","Netherlands","NL","Limburg (NL)",2,"NL42",2012,"farright",1,1,0.176327745827131
"951","Netherlands","NL","Limburg (NL)",2,"NL42",2012,"non_democ",0,7,0.635592016249084
"952","Netherlands","NL","Limburg (NL)",2,"NL42",2012,"non_democ",1,5,0.359656289254357
"953","Netherlands","NL","Limburg (NL)",2,"NL42",2012,"populist",1,2,0.319222485218565
"954","Netherlands","NL","Limburg (NL)",2,"NL42",2012,"populist_bl",1,1,0.142894739391434
"955","Netherlands","NL","Limburg (NL)",2,"NL42",2017,"eurosceptic",1,6,0.426538564528331
"956","Netherlands","NL","Limburg (NL)",2,"NL42",2017,"farleft",1,1,0.135872451943408
"957","Netherlands","NL","Limburg (NL)",2,"NL42",2017,"farright",1,2,0.215016395649483
"958","Netherlands","NL","Limburg (NL)",2,"NL42",2017,"non_democ",0,8,0.5688288048369
"959","Netherlands","NL","Limburg (NL)",2,"NL42",2017,"non_democ",1,6,0.426538564528331
"960","Netherlands","NL","Limburg (NL)",2,"NL42",2017,"populist",1,3,0.35088884759289
"961","Netherlands","NL","Limburg (NL)",2,"NL42",2017,"populist_bl",1,1,0.135872451943408
"962","Netherlands","NL","Noord-Brabant",2,"NL41",1994,"eurosceptic",1,4,0.0581942940236449
"963","Netherlands","NL","Noord-Brabant",2,"NL41",1994,"farleft",1,1,0.0222467944591289
"964","Netherlands","NL","Noord-Brabant",2,"NL41",1994,"farright",1,1,0.0275309193635117
"965","Netherlands","NL","Noord-Brabant",2,"NL41",1994,"non_democ",0,9,0.933257344532214
"966","Netherlands","NL","Noord-Brabant",2,"NL41",1994,"non_democ",1,4,0.0581942940236449
"967","Netherlands","NL","Noord-Brabant",2,"NL41",1994,"populist",1,2,0.0497777138226406
"968","Netherlands","NL","Noord-Brabant",2,"NL41",1994,"populist_bl",1,1,0.0222467944591289
"969","Netherlands","NL","Noord-Brabant",2,"NL41",1998,"eurosceptic",1,3,0.0599476177226166
"970","Netherlands","NL","Noord-Brabant",2,"NL41",1998,"farleft",1,1,0.052638688469428
"971","Netherlands","NL","Noord-Brabant",2,"NL41",1998,"non_democ",0,7,0.938600464613652
"972","Netherlands","NL","Noord-Brabant",2,"NL41",1998,"non_democ",1,3,0.0599476177226166
"973","Netherlands","NL","Noord-Brabant",2,"NL41",1998,"populist",1,1,0.052638688469428
"974","Netherlands","NL","Noord-Brabant",2,"NL41",1998,"populist_bl",1,1,0.052638688469428
"975","Netherlands","NL","Noord-Brabant",2,"NL41",2002,"eurosceptic",1,3,0.250873246384944
"976","Netherlands","NL","Noord-Brabant",2,"NL41",2002,"farleft",1,1,0.0707057302128464
"977","Netherlands","NL","Noord-Brabant",2,"NL41",2002,"farright_bl",1,1,0.175975645026697
"978","Netherlands","NL","Noord-Brabant",2,"NL41",2002,"non_democ",0,7,0.731720967938533
"979","Netherlands","NL","Noord-Brabant",2,"NL41",2002,"non_democ",1,4,0.267177692206163
"980","Netherlands","NL","Noord-Brabant",2,"NL41",2002,"populist",1,3,0.262985821060763
"981","Netherlands","NL","Noord-Brabant",2,"NL41",2002,"populist_bl",1,1,0.0707057302128464
"982","Netherlands","NL","Noord-Brabant",2,"NL41",2003,"eurosceptic",1,3,0.143929757088178
"983","Netherlands","NL","Noord-Brabant",2,"NL41",2003,"farleft",1,1,0.0843866508403141
"984","Netherlands","NL","Noord-Brabant",2,"NL41",2003,"farright_bl",1,1,0.0559240335076217
"985","Netherlands","NL","Noord-Brabant",2,"NL41",2003,"non_democ",0,7,0.854996717024532
"986","Netherlands","NL","Noord-Brabant",2,"NL41",2003,"non_democ",1,3,0.143929757088178
"987","Netherlands","NL","Noord-Brabant",2,"NL41",2003,"populist",1,2,0.140310684347936
"988","Netherlands","NL","Noord-Brabant",2,"NL41",2003,"populist_bl",1,1,0.0843866508403141
"989","Netherlands","NL","Noord-Brabant",2,"NL41",2006,"eurosceptic",1,4,0.282454784162206
"990","Netherlands","NL","Noord-Brabant",2,"NL41",2006,"farleft",1,1,0.203523723023325
"991","Netherlands","NL","Noord-Brabant",2,"NL41",2006,"farright",1,1,0.0614832230717703
"992","Netherlands","NL","Noord-Brabant",2,"NL41",2006,"non_democ",0,7,0.716120447310401
"993","Netherlands","NL","Noord-Brabant",2,"NL41",2006,"non_democ",1,4,0.282454784162206
"994","Netherlands","NL","Noord-Brabant",2,"NL41",2006,"populist",1,2,0.265006946095096
"995","Netherlands","NL","Noord-Brabant",2,"NL41",2006,"populist_bl",1,1,0.203523723023325
"996","Netherlands","NL","Noord-Brabant",2,"NL41",2010,"eurosceptic",1,4,0.322221298710389
"997","Netherlands","NL","Noord-Brabant",2,"NL41",2010,"farleft",1,1,0.133948100579188
"998","Netherlands","NL","Noord-Brabant",2,"NL41",2010,"farright",1,1,0.173657894276365
"999","Netherlands","NL","Noord-Brabant",2,"NL41",2010,"non_democ",0,7,0.675275741191155
"1000","Netherlands","NL","Noord-Brabant",2,"NL41",2010,"non_democ",1,4,0.322221298710389
"1001","Netherlands","NL","Noord-Brabant",2,"NL41",2010,"populist",1,2,0.307605994855553
"1002","Netherlands","NL","Noord-Brabant",2,"NL41",2010,"populist_bl",1,1,0.133948100579188
"1003","Netherlands","NL","Noord-Brabant",2,"NL41",2012,"eurosceptic",1,5,0.291411322848268
"1004","Netherlands","NL","Noord-Brabant",2,"NL41",2012,"farleft",1,1,0.137334885775083
"1005","Netherlands","NL","Noord-Brabant",2,"NL41",2012,"farright",1,1,0.109923825722597
"1006","Netherlands","NL","Noord-Brabant",2,"NL41",2012,"non_democ",0,7,0.70483361742044
"1007","Netherlands","NL","Noord-Brabant",2,"NL41",2012,"non_democ",1,5,0.291411322848268
"1008","Netherlands","NL","Noord-Brabant",2,"NL41",2012,"populist",1,2,0.24725871149768
"1009","Netherlands","NL","Noord-Brabant",2,"NL41",2012,"populist_bl",1,1,0.137334885775083
"1010","Netherlands","NL","Noord-Brabant",2,"NL41",2017,"eurosceptic",1,6,0.347751129459063
"1011","Netherlands","NL","Noord-Brabant",2,"NL41",2017,"farleft",1,1,0.122254066670439
"1012","Netherlands","NL","Noord-Brabant",2,"NL41",2017,"farright",1,2,0.161364208357639
"1013","Netherlands","NL","Noord-Brabant",2,"NL41",2017,"non_democ",0,8,0.648019780409876
"1014","Netherlands","NL","Noord-Brabant",2,"NL41",2017,"non_democ",1,6,0.347751129459063
"1015","Netherlands","NL","Noord-Brabant",2,"NL41",2017,"populist",1,3,0.283618275028078
"1016","Netherlands","NL","Noord-Brabant",2,"NL41",2017,"populist_bl",1,1,0.122254066670439
"1017","Netherlands","NL","Noord-Holland",2,"NL32",1994,"eurosceptic",1,4,0.0405208910165949
"1018","Netherlands","NL","Noord-Holland",2,"NL32",1994,"farleft",1,1,0.00859434450974438
"1019","Netherlands","NL","Noord-Holland",2,"NL32",1994,"farright",1,1,0.0234086565084582
"1020","Netherlands","NL","Noord-Holland",2,"NL32",1994,"non_democ",0,8,0.956725317518444
"1021","Netherlands","NL","Noord-Holland",2,"NL32",1994,"non_democ",1,4,0.0405208910165949
"1022","Netherlands","NL","Noord-Holland",2,"NL32",1994,"populist",1,2,0.0320030010182026
"1023","Netherlands","NL","Noord-Holland",2,"NL32",1994,"populist_bl",1,1,0.00859434450974438
"1024","Netherlands","NL","Noord-Holland",2,"NL32",1998,"eurosceptic",1,3,0.0381954184546083
"1025","Netherlands","NL","Noord-Holland",2,"NL32",1998,"farleft",1,1,0.0307301498485443
"1026","Netherlands","NL","Noord-Holland",2,"NL32",1998,"non_democ",0,7,0.959631148913247
"1027","Netherlands","NL","Noord-Holland",2,"NL32",1998,"non_democ",1,3,0.0381954184546083
"1028","Netherlands","NL","Noord-Holland",2,"NL32",1998,"populist",1,1,0.0307301498485443
"1029","Netherlands","NL","Noord-Holland",2,"NL32",1998,"populist_bl",1,1,0.0307301498485443
"1030","Netherlands","NL","Noord-Holland",2,"NL32",2002,"eurosceptic",1,3,0.251592211565782
"1031","Netherlands","NL","Noord-Holland",2,"NL32",2002,"farleft",1,1,0.0731861118408003
"1032","Netherlands","NL","Noord-Holland",2,"NL32",2002,"farright_bl",1,1,0.175764475990843
"1033","Netherlands","NL","Noord-Holland",2,"NL32",2002,"non_democ",0,7,0.725613564355905
"1034","Netherlands","NL","Noord-Holland",2,"NL32",2002,"non_democ",1,4,0.271767596082195
"1035","Netherlands","NL","Noord-Holland",2,"NL32",2002,"populist",1,3,0.269125972348056
"1036","Netherlands","NL","Noord-Holland",2,"NL32",2002,"populist_bl",1,1,0.0731861118408003
"1037","Netherlands","NL","Noord-Holland",2,"NL32",2003,"eurosceptic",1,3,0.131523579242152
"1038","Netherlands","NL","Noord-Holland",2,"NL32",2003,"farleft",1,1,0.0695433818809514
"1039","Netherlands","NL","Noord-Holland",2,"NL32",2003,"farright_bl",1,1,0.0598582484941813
"1040","Netherlands","NL","Noord-Holland",2,"NL32",2003,"non_democ",0,7,0.866571988279392
"1041","Netherlands","NL","Noord-Holland",2,"NL32",2003,"non_democ",1,3,0.131523579242152
"1042","Netherlands","NL","Noord-Holland",2,"NL32",2003,"populist",1,2,0.129401630375133
"1043","Netherlands","NL","Noord-Holland",2,"NL32",2003,"populist_bl",1,1,0.0695433818809514
"1044","Netherlands","NL","Noord-Holland",2,"NL32",2006,"eurosceptic",1,4,0.251422470019209
"1045","Netherlands","NL","Noord-Holland",2,"NL32",2006,"farleft",1,1,0.167119906256787
"1046","Netherlands","NL","Noord-Holland",2,"NL32",2006,"farright",1,1,0.0552399568739604
"1047","Netherlands","NL","Noord-Holland",2,"NL32",2006,"non_democ",0,7,0.745779409527005
"1048","Netherlands","NL","Noord-Holland",2,"NL32",2006,"non_democ",1,4,0.251422470019209
"1049","Netherlands","NL","Noord-Holland",2,"NL32",2006,"populist",1,2,0.222359863130748
"1050","Netherlands","NL","Noord-Holland",2,"NL32",2006,"populist_bl",1,1,0.167119906256787
"1051","Netherlands","NL","Noord-Holland",2,"NL32",2010,"eurosceptic",1,4,0.237251390392096
"1052","Netherlands","NL","Noord-Holland",2,"NL32",2010,"farleft",1,1,0.0837510314083949
"1053","Netherlands","NL","Noord-Holland",2,"NL32",2010,"farright",1,1,0.135040157952828
"1054","Netherlands","NL","Noord-Holland",2,"NL32",2010,"non_democ",0,7,0.759524453755398
"1055","Netherlands","NL","Noord-Holland",2,"NL32",2010,"non_democ",1,4,0.237251390392096
"1056","Netherlands","NL","Noord-Holland",2,"NL32",2010,"populist",1,2,0.218791189361223
"1057","Netherlands","NL","Noord-Holland",2,"NL32",2010,"populist_bl",1,1,0.0837510314083949
"1058","Netherlands","NL","Noord-Holland",2,"NL32",2012,"eurosceptic",1,5,0.220397307367135
"1059","Netherlands","NL","Noord-Holland",2,"NL32",2012,"farleft",1,1,0.0831313058575966
"1060","Netherlands","NL","Noord-Holland",2,"NL32",2012,"farright",1,1,0.0865597721290095
"1061","Netherlands","NL","Noord-Holland",2,"NL32",2012,"non_democ",0,7,0.775092745946782
"1062","Netherlands","NL","Noord-Holland",2,"NL32",2012,"non_democ",1,5,0.220397307367135
"1063","Netherlands","NL","Noord-Holland",2,"NL32",2012,"populist",1,2,0.169691077986606
"1064","Netherlands","NL","Noord-Holland",2,"NL32",2012,"populist_bl",1,1,0.0831313058575966
"1065","Netherlands","NL","Noord-Holland",2,"NL32",2017,"eurosceptic",1,6,0.275534981603581
"1066","Netherlands","NL","Noord-Holland",2,"NL32",2017,"farleft",1,1,0.0702058493334146
"1067","Netherlands","NL","Noord-Holland",2,"NL32",2017,"farright",1,2,0.126776392218643
"1068","Netherlands","NL","Noord-Holland",2,"NL32",2017,"non_democ",0,8,0.719013263057848
"1069","Netherlands","NL","Noord-Holland",2,"NL32",2017,"non_democ",1,6,0.275534981603581
"1070","Netherlands","NL","Noord-Holland",2,"NL32",2017,"populist",1,3,0.196982241552058
"1071","Netherlands","NL","Noord-Holland",2,"NL32",2017,"populist_bl",1,1,0.0702058493334146
"1072","Netherlands","NL","Overijssel",2,"NL21",1994,"eurosceptic",1,4,0.0728473229449465
"1073","Netherlands","NL","Overijssel",2,"NL21",1994,"farleft",1,1,0.00773860438593229
"1074","Netherlands","NL","Overijssel",2,"NL21",1994,"farright",1,1,0.014872872426147
"1075","Netherlands","NL","Overijssel",2,"NL21",1994,"non_democ",0,9,0.924606716501171
"1076","Netherlands","NL","Overijssel",2,"NL21",1994,"non_democ",1,4,0.0728473229449465
"1077","Netherlands","NL","Overijssel",2,"NL21",1994,"populist",1,2,0.0226114768120793
"1078","Netherlands","NL","Overijssel",2,"NL21",1994,"populist_bl",1,1,0.00773860438593229
"1079","Netherlands","NL","Overijssel",2,"NL21",1998,"eurosceptic",1,3,0.0773796079599791
"1080","Netherlands","NL","Overijssel",2,"NL21",1998,"farleft",1,1,0.0255753492462432
"1081","Netherlands","NL","Overijssel",2,"NL21",1998,"non_democ",0,7,0.921138668499198
"1082","Netherlands","NL","Overijssel",2,"NL21",1998,"non_democ",1,3,0.0773796079599791
"1083","Netherlands","NL","Overijssel",2,"NL21",1998,"populist",1,1,0.0255753492462432
"1084","Netherlands","NL","Overijssel",2,"NL21",1998,"populist_bl",1,1,0.0255753492462432
"1085","Netherlands","NL","Overijssel",2,"NL21",2002,"eurosceptic",1,3,0.182362203777035
"1086","Netherlands","NL","Overijssel",2,"NL21",2002,"farleft",1,1,0.0471054107830648
"1087","Netherlands","NL","Overijssel",2,"NL21",2002,"farright_bl",1,1,0.111443151209256
"1088","Netherlands","NL","Overijssel",2,"NL21",2002,"non_democ",0,7,0.80388261321406
"1089","Netherlands","NL","Overijssel",2,"NL21",2002,"non_democ",1,4,0.195202981442685
"1090","Netherlands","NL","Overijssel",2,"NL21",2002,"populist",1,3,0.17138933965797
"1091","Netherlands","NL","Overijssel",2,"NL21",2002,"populist_bl",1,1,0.0471054107830648
"1092","Netherlands","NL","Overijssel",2,"NL21",2003,"eurosceptic",1,3,0.105214105094318
"1093","Netherlands","NL","Overijssel",2,"NL21",2003,"farleft",1,1,0.0492486271943344
"1094","Netherlands","NL","Overijssel",2,"NL21",2003,"farright_bl",1,1,0.0338355145811756
"1095","Netherlands","NL","Overijssel",2,"NL21",2003,"non_democ",0,7,0.893897716299976
"1096","Netherlands","NL","Overijssel",2,"NL21",2003,"non_democ",1,3,0.105214105094318
"1097","Netherlands","NL","Overijssel",2,"NL21",2003,"populist",1,2,0.0830841417755099
"1098","Netherlands","NL","Overijssel",2,"NL21",2003,"populist_bl",1,1,0.0492486271943344
"1099","Netherlands","NL","Overijssel",2,"NL21",2006,"eurosceptic",1,4,0.221255275784223
"1100","Netherlands","NL","Overijssel",2,"NL21",2006,"farleft",1,1,0.148019307493779
"1101","Netherlands","NL","Overijssel",2,"NL21",2006,"farright",1,1,0.0401594715843808
"1102","Netherlands","NL","Overijssel",2,"NL21",2006,"non_democ",0,7,0.777708332130464
"1103","Netherlands","NL","Overijssel",2,"NL21",2006,"non_democ",1,4,0.221255275784223
"1104","Netherlands","NL","Overijssel",2,"NL21",2006,"populist",1,2,0.18817877907816
"1105","Netherlands","NL","Overijssel",2,"NL21",2006,"populist_bl",1,1,0.148019307493779
"1106","Netherlands","NL","Overijssel",2,"NL21",2010,"eurosceptic",1,4,0.251743320656031
"1107","Netherlands","NL","Overijssel",2,"NL21",2010,"farleft",1,1,0.0926623407480988
"1108","Netherlands","NL","Overijssel",2,"NL21",2010,"farright",1,1,0.125355064099321
"1109","Netherlands","NL","Overijssel",2,"NL21",2010,"non_democ",0,7,0.745971085940458
"1110","Netherlands","NL","Overijssel",2,"NL21",2010,"non_democ",1,4,0.251743320656031
"1111","Netherlands","NL","Overijssel",2,"NL21",2010,"populist",1,2,0.21801740484742
"1112","Netherlands","NL","Overijssel",2,"NL21",2010,"populist_bl",1,1,0.0926623407480988
"1113","Netherlands","NL","Overijssel",2,"NL21",2012,"eurosceptic",1,5,0.231920138931057
"1114","Netherlands","NL","Overijssel",2,"NL21",2012,"farleft",1,1,0.0930057806978128
"1115","Netherlands","NL","Overijssel",2,"NL21",2012,"farright",1,1,0.0811149703071299
"1116","Netherlands","NL","Overijssel",2,"NL21",2012,"non_democ",0,7,0.764533718713187
"1117","Netherlands","NL","Overijssel",2,"NL21",2012,"non_democ",1,5,0.231920138931057
"1118","Netherlands","NL","Overijssel",2,"NL21",2012,"populist",1,2,0.174120751004943
"1119","Netherlands","NL","Overijssel",2,"NL21",2012,"populist_bl",1,1,0.0930057806978128
"1120","Netherlands","NL","Overijssel",2,"NL21",2017,"eurosceptic",1,6,0.297995925029303
"1121","Netherlands","NL","Overijssel",2,"NL21",2017,"farleft",1,1,0.0914034001906035
"1122","Netherlands","NL","Overijssel",2,"NL21",2017,"farright",1,2,0.130106036871912
"1123","Netherlands","NL","Overijssel",2,"NL21",2017,"non_democ",0,8,0.698224868275477
"1124","Netherlands","NL","Overijssel",2,"NL21",2017,"non_democ",1,6,0.297995925029303
"1125","Netherlands","NL","Overijssel",2,"NL21",2017,"populist",1,3,0.221509437062516
"1126","Netherlands","NL","Overijssel",2,"NL21",2017,"populist_bl",1,1,0.0914034001906035
"1127","Netherlands","NL","Utrecht",2,"NL31",1994,"eurosceptic",1,4,0.0764515799322268
"1128","Netherlands","NL","Utrecht",2,"NL31",1994,"farleft",1,1,0.00896775664562187
"1129","Netherlands","NL","Utrecht",2,"NL31",1994,"farright",1,1,0.0243165682566889
"1130","Netherlands","NL","Utrecht",2,"NL31",1994,"non_democ",0,8,0.918868770098043
"1131","Netherlands","NL","Utrecht",2,"NL31",1994,"non_democ",1,4,0.0764515799322268
"1132","Netherlands","NL","Utrecht",2,"NL31",1994,"populist",1,2,0.0332843249023107
"1133","Netherlands","NL","Utrecht",2,"NL31",1994,"populist_bl",1,1,0.00896775664562187
"1134","Netherlands","NL","Utrecht",2,"NL31",1998,"eurosceptic",1,3,0.0692809973501447
"1135","Netherlands","NL","Utrecht",2,"NL31",1998,"farleft",1,1,0.0254746718268547
"1136","Netherlands","NL","Utrecht",2,"NL31",1998,"non_democ",0,7,0.929592089715149
"1137","Netherlands","NL","Utrecht",2,"NL31",1998,"non_democ",1,3,0.0692809973501447
"1138","Netherlands","NL","Utrecht",2,"NL31",1998,"populist",1,1,0.0254746718268547
"1139","Netherlands","NL","Utrecht",2,"NL31",1998,"populist_bl",1,1,0.0254746718268547
"1140","Netherlands","NL","Utrecht",2,"NL31",2002,"eurosceptic",1,3,0.233627886960264
"1141","Netherlands","NL","Utrecht",2,"NL31",2002,"farleft",1,1,0.0594606225792569
"1142","Netherlands","NL","Utrecht",2,"NL31",2002,"farright_bl",1,1,0.151377133840195
"1143","Netherlands","NL","Utrecht",2,"NL31",2002,"non_democ",0,7,0.749003012480275
"1144","Netherlands","NL","Utrecht",2,"NL31",2002,"non_democ",1,4,0.249427628747669
"1145","Netherlands","NL","Utrecht",2,"NL31",2002,"populist",1,3,0.226637498206857
"1146","Netherlands","NL","Utrecht",2,"NL31",2002,"populist_bl",1,1,0.0594606225792569
"1147","Netherlands","NL","Utrecht",2,"NL31",2003,"eurosceptic",1,3,0.127704403405074
"1148","Netherlands","NL","Utrecht",2,"NL31",2003,"farleft",1,1,0.0589835685398343
"1149","Netherlands","NL","Utrecht",2,"NL31",2003,"farright_bl",1,1,0.0482903928278515
"1150","Netherlands","NL","Utrecht",2,"NL31",2003,"non_democ",0,7,0.871244944709975
"1151","Netherlands","NL","Utrecht",2,"NL31",2003,"non_democ",1,3,0.127704403405074
"1152","Netherlands","NL","Utrecht",2,"NL31",2003,"populist",1,2,0.107273961367686
"1153","Netherlands","NL","Utrecht",2,"NL31",2003,"populist_bl",1,1,0.0589835685398343
"1154","Netherlands","NL","Utrecht",2,"NL31",2006,"eurosceptic",1,4,0.221152044167758
"1155","Netherlands","NL","Utrecht",2,"NL31",2006,"farleft",1,1,0.132165393806829
"1156","Netherlands","NL","Utrecht",2,"NL31",2006,"farright",1,1,0.0505970335047351
"1157","Netherlands","NL","Utrecht",2,"NL31",2006,"non_democ",0,7,0.777345967544468
"1158","Netherlands","NL","Utrecht",2,"NL31",2006,"non_democ",1,4,0.221152044167758
"1159","Netherlands","NL","Utrecht",2,"NL31",2006,"populist",1,2,0.182762427311564
"1160","Netherlands","NL","Utrecht",2,"NL31",2006,"populist_bl",1,1,0.132165393806829
"1161","Netherlands","NL","Utrecht",2,"NL31",2010,"eurosceptic",1,4,0.229885915062887
"1162","Netherlands","NL","Utrecht",2,"NL31",2010,"farleft",1,1,0.0708965277115725
